intent,pertanyaan,jawaban,pertanyaan_clean
salam,Selamat malam,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Permisi,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Assalamualaikum,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Salam,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Apa kabar?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Min?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Admin,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Halo admin PLN,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Apakah ini bot?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Saya bicara dengan siapa?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Ini siapa?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Apakah ini CS PLN?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Ini chatbot ya?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Apakah ini mesin?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Saya terhubung dengan siapa?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Bisa bantu?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Butuh bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Tolong,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Help,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Bisa minta tolong?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Mohon bantuannya,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Butuh info,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Saya perlu bantuan,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Apakah bisa dibantu?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Bantuan dong,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Bisa tanya?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Saya mau tanya,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Apakah ada orang?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Info,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Mulai,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Start,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Cek,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Ada yang aktif?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Saya ingin bertanya,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Tes,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,P,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Oi,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Woy,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Misi,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Gan,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Bro,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Kak,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Permisi gan,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Hallo,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Hehehe,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Ada yang bisa dihubungi?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Saya butuh customer service,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Layanan pelanggan,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Yuhuu,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Punten,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Sore min,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Pagi kak,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Malam bro,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Siang,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
salam,Apakah ini aktif?,"Halo, ada yang bisa saya bantu terkait layanan PLN??",
layanan_PLN,Apa saja layanan yang tersedia di PLN?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,"Min, mau tanya info layanan PLN dong.","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,layanan pelanggan PLN apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,"Kalau mau urus soal kelistrikan, apa saja yang bisa dibantu?","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Info tentang produk dan layanan PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Bagaimana cara mengakses layanan PLN?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Apakah bisa beli token lewat layanan PLN?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Saya butuh bantuan terkait layanan kelistrikan.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Apa saja yang bisa saya lakukan di aplikasi PLN Mobile?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Fitur-fitur di PLN Mobile apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,"Untuk pasang baru, apakah termasuk layanan PLN?","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,layanan pengaduan PLN selain gangguan listrik apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Apakah ada layanan untuk cek tarif listrik?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Helpdesk PLN bisa bantu apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Saya ingin tahu lebih banyak tentang layanan PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Customer service PLN melayani apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,"Untuk urusan tambah daya, apakah itu layanan PLN?","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Apakah ada layanan informasi gangguan?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Macam-macam layanan di PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Tolong jelaskan layanan yang ditawarkan PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Cek dan bayar tagihan termasuk layanan PLN kan?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,layanan PLN untuk listrik prabayar apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Bagaimana cara mendapatkan informasi resmi dari PLN?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Saya perlu informasi umum tentang layanan PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Apakah semua layanan bisa diakses online?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,layanan apa yang paling sering digunakan di PLN Mobile?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Pusat informasi layanan PLN di mana?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,"Jika saya punya pertanyaan umum tentang layanan_PLN, harus kemana?","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Tunjukkan semua layanan yang ada.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
layanan_PLN,Kanal resmi untuk layanan PLN apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",
pln_mobile,Apa itu aplikasi PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,Apa kegunaan PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,Bagaimana cara download aplikasi PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,Fitur apa saja yang ada di PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,Apakah bisa lapor gangguan lewat PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,Cara daftar di aplikasi PLN Mobile bagaimana?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,"Saya mau beli token, apakah bisa lewat PLN Mobile?","PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,PLN Mobile bisa untuk apa saja?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,Jelaskan tentang aplikasi PLN Mobile.,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,Bagaimana cara mendapatkan aplikasi resmi PLN?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,Cek tagihan di PLN Mobile bisa?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,"Kalau mau tambah daya, apa bisa lewat aplikasi?","PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
pln_mobile,Info tentang PLN Mobile dong.,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",
