intent,pertanyaan,jawaban,pertanyaan_clean
salam,Bro,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",admin
salam,Kak,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",kak
salam,Permisi gan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",permisi gan
salam,Hallo,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",hallo
salam,Hehehe,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",hehehe
salam,Ada yang bisa dihubungi?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",ada yang bisa dihubungi
salam,Saya butuh customer service,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",saya butuh customer service
salam,Layanan pelanggan,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",layanan pelanggan
salam,Yuhuu,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",yuhuu
salam,Punten,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",punten
salam,Sore min,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",sore admin
salam,Pagi kak,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",pagi kak
salam,Malam bro,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",malam admin
salam,Siang,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",siang
salam,Apakah ini aktif?,"Hai, selamat datang di layanan informasi PLN. Apa yang ingin Anda ketahui??",apakah ini aktif
layanan_PLN,Apa saja layanan yang tersedia di PLN?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",apa saja layanan yang tersedia di pln
layanan_PLN,"Min, mau tanya info layanan PLN dong.","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",admin mau tanya info layanan pln
layanan_PLN,layanan pelanggan PLN apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",layanan pelanggan pln apa saja
layanan_PLN,"Kalau mau urus soal kelistrikan, apa saja yang bisa dibantu?","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",kalau mau urus soal kelistrikan apa saja yang bisa dibantu
layanan_PLN,Info tentang produk dan layanan PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",info tentang produk dan layanan pln
layanan_PLN,Bagaimana cara mengakses layanan PLN?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",bagaimana cara mengakses layanan pln
layanan_PLN,Apakah bisa beli token lewat layanan PLN?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",apakah bisa beli token lewat layanan pln
layanan_PLN,Saya butuh bantuan terkait layanan kelistrikan.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",saya butuh bantuan terkait layanan kelistrikan
layanan_PLN,Apa saja yang bisa saya lakukan di aplikasi PLN Mobile?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",apa saja yang bisa saya lakukan di aplikasi pln mobile
layanan_PLN,Fitur-fitur di PLN Mobile apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",fitur fitur di pln mobile apa saja
layanan_PLN,"Untuk pasang baru, apakah termasuk layanan PLN?","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",untuk pasang baru apakah termasuk layanan pln
layanan_PLN,layanan pengaduan PLN selain gangguan listrik apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",layanan pengaduan pln selain gangguan listrik apa saja
layanan_PLN,Apakah ada layanan untuk cek tarif listrik?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",apakah ada layanan untuk cek tarif listrik
layanan_PLN,Helpdesk PLN bisa bantu apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",helpdesk pln bisa bantu apa saja
layanan_PLN,Saya ingin tahu lebih banyak tentang layanan PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",saya ingin tahu lebih banyak tentang layanan pln
layanan_PLN,Customer service PLN melayani apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",customer service pln melayani apa saja
layanan_PLN,"Untuk urusan tambah daya, apakah itu layanan PLN?","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",untuk urusan tambah daya apakah itu layanan pln
layanan_PLN,Apakah ada layanan informasi gangguan?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",apakah ada layanan informasi gangguan
layanan_PLN,Macam-macam layanan di PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",macam macam layanan di pln
layanan_PLN,jelaskan layanan yang ditawarkan PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",jelaskan layanan yang ditawarkan pln
layanan_PLN,Cek dan bayar tagihan termasuk layanan PLN kan?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",cek dan bayar tagihan termasuk layanan pln kan
layanan_PLN,layanan PLN untuk listrik prabayar apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",layanan pln untuk listrik prabayar apa saja
layanan_PLN,Bagaimana cara mendapatkan informasi resmi dari PLN?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",bagaimana cara mendapatkan informasi resmi dari pln
layanan_PLN,Saya perlu informasi umum tentang layanan PLN.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",saya perlu informasi umum tentang layanan pln
layanan_PLN,Apakah semua layanan bisa diakses online?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",apakah semua layanan bisa diakses online
layanan_PLN,layanan apa yang paling sering digunakan di PLN Mobile?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",layanan apa yang paling sering digunakan di pln mobile
layanan_PLN,Pusat informasi layanan PLN di mana?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",pusat informasi layanan pln di mana
layanan_PLN,"Jika saya punya pertanyaan umum tentang layanan_PLN, harus kemana?","PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",jika saya punya pertanyaan umum tentang layanan pln harus kemana
layanan_PLN,Tunjukkan semua layanan yang ada.,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",tunjukkan semua layanan yang ada
layanan_PLN,Kanal resmi untuk layanan PLN apa saja?,"PLN menyediakan layanan sambungan baru, tambah daya, cek dan bayar tagihan, pengaduan dan informasi gangguan/pemadaman, token prabayar, serta informasi tarif. Layanan tersedia melalui PLN Mobile, situs resmi PLN, dan kanal resmi lainnya.",kanal resmi untuk layanan pln apa saja
pln_mobile,Apa itu aplikasi PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",apa itu aplikasi pln mobile
pln_mobile,Apa kegunaan PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",apa kegunaan pln mobile
pln_mobile,Bagaimana cara download aplikasi PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",bagaimana cara download aplikasi pln mobile
pln_mobile,Fitur apa saja yang ada di PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",fitur apa saja yang ada di pln mobile
pln_mobile,Apakah bisa lapor gangguan lewat PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",apakah bisa lapor gangguan lewat pln mobile
pln_mobile,Cara daftar di aplikasi PLN Mobile bagaimana?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",cara daftar di aplikasi pln mobile bagaimana
pln_mobile,"Saya mau beli token, apakah bisa lewat PLN Mobile?","PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",saya mau beli token apakah bisa lewat pln mobile
pln_mobile,PLN Mobile bisa untuk apa saja?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",pln mobile bisa untuk apa saja
pln_mobile,Jelaskan tentang aplikasi PLN Mobile.,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",jelaskan tentang aplikasi pln mobile
pln_mobile,Bagaimana cara mendapatkan aplikasi resmi PLN?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",bagaimana cara mendapatkan aplikasi resmi pln
pln_mobile,PLN Mobile adakah?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",pln mobile adakah
pln_mobile,"Kalau mau tambah daya, apa bisa lewat aplikasi?","PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",kalau mau tambah daya apa bisa lewat aplikasi
pln_mobile,Info tentang PLN Mobile dong.,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",info tentang pln mobile
pln_mobile,Di mana saya bisa mengunduh PLN Mobile?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",di mana saya bisa mengunduh pln mobile
pln_mobile,Apakah ada aplikasi resmi dari PLN?,"PLN Mobile adalah aplikasi resmi PLN untuk cek/bayar tagihan, pengaduan, informasi pemadaman, permohonan sambungan baru, tambah daya, pembelian token prabayar, dan notifikasi layanan. Unduh di Play Store atau App Store, lalu daftar dan login dengan data Anda.",apakah ada aplikasi resmi dari pln
